Title,Author,Date,Blog Type,Comments,Likes,Employee Type,Tags,Link
Configuración del iFlow ‘Replicate Business Partner to SAP Marketing’ con campos personalizados ,Angela Lopez,"January 14, 2021",Technical Articles,0,0,N/A,"SAP Marketing Cloud,SAP Cloud for Customer integration with SAP Marketing,SAP Integration Suite tools",https://blogs.sap.com/2021/01/14/configuracion-del-iflow-replicate-business-partner-to-sap-marketing-con-campos-personalizados/
The Rightful Place Of Big Data In The New Decade ,Saajan Sharma,"January 14, 2021",Business Trends,0,0,N/A,Big Data,https://blogs.sap.com/2021/01/14/the-rightful-place-of-big-data-in-the-new-decade/
"Observability, monitoring and alerting services offered by SAP Cloud Platform – Part 2 ",Balaji Vengatesh Murugesan,"January 14, 2021",Technical Articles,0,9,SAP Employee,"SAP Cloud Platform,Cloud",https://blogs.sap.com/2021/01/14/observability-monitoring-and-alerting-services-offered-by-sap-cloud-platform-part-2/
How to accelerate your Customer Experience implementations: CX Model Company ,Monica Domingo,"January 14, 2021",Business Trends,2,1,SAP Employee,"Customer Experience,Digital Transformation,Support Services",https://blogs.sap.com/2021/01/14/how-to-accelerate-your-customer-experience-implementations-cx-model-company/
XRechnung und SAP Document Compliance:  Januar 2021 Update ,Francois Vigneron,"January 14, 2021",Product Information,0,2,SAP Employee,SAP Document Compliance,https://blogs.sap.com/2021/01/14/xrechnung-update-januar-2021/
"SAP Cloud Platform Integration Suite – Live Expert Q&A Session on Feb. 1st, 2021, as part of SAP Community Weeks ",Udo Paltzer,"January 14, 2021",Event Information,17,2,SAP Employee,SAP Integration Suite,https://blogs.sap.com/2021/01/14/sap-cloud-platform-integration-suite-live-expert-qa-session-on-feb.-1st-2021-as-part-of-sap-community-weeks/
Sneak Peek into SAP Analytics Cloud release for Q1 2021 ,Orla Cullen,"January 14, 2021",Product Information,2,22,SAP Employee,"SAP Analytics Cloud,Machine Learning,SAP Analytics Cloud for planning",https://blogs.sap.com/2021/01/14/sneak-peek-into-sap-analytics-cloud-release-for-q1-2021/
Variations & Enhancements to the key SAP Post installation Steps ,Rupali Karbhari,"January 14, 2021",Technical Articles,1,2,N/A,Basis Technology,https://blogs.sap.com/2021/01/14/variations-enhancements-to-the-key-sap-post-installation-steps/
SAP Business Application Studio – Using SAP HANA Tools with SAP Cloud Application Programming Model projects ,Ayala Halachmi,"January 14, 2021",Technical Articles,7,15,SAP Employee,"SAP Business Application Studio,SAP Cloud Application Programming Model,SAP HANA Cloud",https://blogs.sap.com/2021/01/14/sap-business-application-studio-using-sap-hana-tools-with-sap-cloud-application-programming-model-projects/
Free Trialではじめる SAP HANA Cloud: HANAインスタンスの作成 (更新版) ,Kimikazu Kabata,"January 14, 2021",Technical Articles,2,2,SAP Employee,"SAP HANA,SAP HANA Cloud",https://blogs.sap.com/2021/01/14/free-trial%e3%81%a7%e3%81%af%e3%81%98%e3%82%81%e3%82%8b-sap-hana-cloud-hana%e3%82%a4%e3%83%b3%e3%82%b9%e3%82%bf%e3%83%b3%e3%82%b9%e3%81%ae%e4%bd%9c%e6%88%90-%e6%9b%b4%e6%96%b0%e7%89%88/
How to create a Fake REST API with JSON-Server ,SAJAL GUPTA,"January 14, 2021",Technical Articles,2,14,SAP Employee,"Node.js,API",https://blogs.sap.com/2021/01/14/how-to-create-a-fake-rest-api-with-json-server/
The Unfinished Business of The 21st Century: GRC & Cybersecurity Excellence ,Chris Johnston,"January 14, 2021",Event Information,2,5,SAP Employee,"Governance, Risk, Compliance (GRC), and Cybersecurity,SAP S/4HANA Finance",https://blogs.sap.com/2021/01/14/the-unfinished-business-of-the-21st-century-grc-cybersecurity-excellence/
SAP Financial product subledger overview ,Rishab Bucha,"January 14, 2021",Product Information,0,5,N/A,"SAP S/4HANA,SAP Financial Services Data Management,SAP Financial Statement Insights,SAP Profitability and Performance Management,SAP S/4HANA Finance",https://blogs.sap.com/2021/01/14/sap-financial-product-subledger-overview/
Recurring Service in S/4HANA Service – How to Use Situation Handling for Maintenance Plans for Service ,Former Member,"January 14, 2021",Product Information,0,1,SAP Employee,SAP S/4HANA Cloud for Service,https://blogs.sap.com/2021/01/14/recurring-service-in-s-4hana-service-how-to-use-situation-handling-for-maintenance-plans-for-service/
Tips For Bank Account Processing with Bank Reconciliation Accounts In SAP S/4HANA 2020 ,Jay Larson,"January 14, 2021",Technical Articles,0,5,N/A,SAP S/4HANA,https://blogs.sap.com/2021/01/14/tips-for-bank-account-processing-with-bank-reconciliation-accounts-in-sap-s-4hana-2020/
Bank Validation in Payment Information Portlet in SAP SuccessFactors Employee Central ,Manu Bhutani,"January 14, 2021",Technical Articles,0,4,N/A,"SAP SuccessFactors Employee Central,SAP SuccessFactors Employee Central Payroll",https://blogs.sap.com/2021/01/14/bank-validation-in-payment-information-portlet-in-sap-employee-central/
Migrating SAP Fiori Applications from Neo to Cloud Foundry Using SAP Business Application Studio ,Yuval Morad,"January 14, 2021",Product Information,2,19,SAP Employee,"SAP Business Application Studio,SAP Cloud Platform,SAP Fiori,SAP Web IDE,SAPUI5",https://blogs.sap.com/2021/01/14/migrating-sap-fiori-applications-from-neo-to-cloud-foundry-using-sap-business-application-studio/
SAP Cloud Platform: Open Innovation for Increasingly Complex Industry Challenges ,Melissa Corfield,"January 13, 2021",Business Trends,0,2,SAP Employee,"SAP Cloud Platform,SAP Cloud Platform Extension Factory,SAP Integration Suite",https://blogs.sap.com/2021/01/13/sap-cloud-platform-open-innovation-for-increasingly-complex-industry-challenges/
Deconsolidation with Nested Handling Units ,shailesh mishra,"January 13, 2021",Product Information,5,5,N/A,"SAP Extended Warehouse Management,EWM - Basic Functions,EWM - Delivery Processing,EWM - Interfaces,EWM - Radio Frequency",https://blogs.sap.com/2021/01/13/deconsolidation-with-nested-handling-units/
Why Intelligent Finance Has Reached A New Tipping Point ,Chris Johnston,"January 13, 2021",Event Information,0,1,SAP Employee,"SAP S/4HANA Finance,Governance, Risk, Compliance (GRC), and Cybersecurity,SAP S/4HANA Cloud for Finance",https://blogs.sap.com/2021/01/13/why-intelligent-finance-has-reached-a-new-tipping-point/
Replication of Cost Center Manager from SAP ERP Controlling to Employee Central ,Vladimir Latyshenko,"January 13, 2021",Technical Articles,0,4,N/A,"SAP SuccessFactors Employee Central,HCM (Human Capital Management),SAP Integration Suite tools,SAP SuccessFactors Employee Central integration to SAP Business Suite",https://blogs.sap.com/2021/01/13/replication-of-cost-center-manager-from-sap-erp-controlling-to-employee-central/
Data Integration & Data Source Connectivity in SAP Data Warehouse Cloud ,Jascha Kanngiesser,"January 13, 2021",Technical Articles,0,3,SAP Employee,"SAP Data Warehouse Cloud,Database and Data Management",https://blogs.sap.com/2021/01/13/data-integration-data-source-connectivity-in-sap-data-warehouse-cloud/
Using Side-by-Side Extensibility to Process Down Payments for Sales Orders ,Stefan Scholten,"January 13, 2021",Technical Articles,0,6,SAP Employee,"localization toolkit for SAP S/4HANA Cloud,SAP S/4HANA",https://blogs.sap.com/2021/01/13/using-side-by-side-extensibility-to-process-down-payments-for-sales-orders/
HANA Data Lake Size and Row Monitoring ,Mark Mumy,"January 13, 2021",Technical Articles,0,8,SAP Employee,"SAP HANA Cloud,SAP IQ",https://blogs.sap.com/2021/01/13/hana-data-lake-size-and-row-monitoring/
Planned Release of SAP HANA 2.0 SPS 06 ,Bare Said,"January 13, 2021",Product Information,9,11,SAP Employee,"SAP HANA,Database and Data Management",https://blogs.sap.com/2021/01/13/planned-release-of-sap-hana-2.0-sps-06/
Remote Working: 3 Steps to Maintain Company Culture for Small to Medium Size Businesses ,Justin Borders,"January 13, 2021",Personal Insights,3,2,SAP Employee,"Small and Midsize Enterprises,Future of Work,SAP Business ByDesign",https://blogs.sap.com/2021/01/13/remote-working-3-steps-to-maintain-company-culture-for-small-to-medium-size-businesses/
SAP is One of the Best Companies to Work by Glassdoor in 2021 ,Fabian Heimpel,"January 13, 2021",Event Information,0,1,SAP Employee,Careers,https://blogs.sap.com/2021/01/13/sap-is-one-of-the-best-companies-to-work-by-glassdoor-in-2021/
Update: Future SAPUI5 versions will no longer support Microsoft’s legacy browsers ,Oliver Graeff,"January 13, 2021",Product Information,2,27,SAP Employee,"SAPUI5,Open Source,SAP Fiori",https://blogs.sap.com/2021/01/13/update-future-sapui5-versions-will-no-longer-support-microsofts-legacy-browsers/
Business Application Studio & Launchpad Services in Cloud Foundry ,Dhanasupriya Sidagam,"January 13, 2021",Technical Articles,5,7,N/A,"SAPUI5,SAP Business Application Studio,SAP Launchpad service",https://blogs.sap.com/2021/01/13/business-application-studio-launchpad-services-in-cloud-foundry/
bgRFC use case – Asynchronous event publishing ,Kok Chuan Wong,"January 13, 2021",Technical Articles,0,3,SAP Employee,SAP NetWeaver Application Server,https://blogs.sap.com/2021/01/13/bgrfc-use-case-asynchronous-event-publishing/
How SAP Data Warehouse Cloud strategy aligns with SAP Analytics Cloud ,Johannes Huhn,"January 13, 2021",Technical Articles,0,11,SAP Employee,"SAP Analytics Cloud,SAP Data Warehouse Cloud",https://blogs.sap.com/2021/01/13/how-sap-data-warehouse-cloud-strategy-aligns-with-sap-analytics-cloud/
Income Tax Declaration Web Dynpro ABAP Configuration Guide ,Udit Khera,"January 13, 2021",Technical Articles,0,6,N/A,"HCM Employee Self-Service,UI Web Dynpro ABAP",https://blogs.sap.com/2021/01/13/income-tax-declaration-web-dynpro-abap-configuration-guide/
Extensibility for Manage Prices – Sales ,Siwen Hu,"January 13, 2021",Product Information,0,4,SAP Employee,SAP S/4HANA Cloud for Sales,https://blogs.sap.com/2021/01/13/extensibility-for-manage-prices-sales/
Part 2: Why a Resilient Business Recovery Begins with an Application Extension ,Anthony Leaper,"January 13, 2021",Product Information,0,3,SAP Employee,"SAP Cloud Platform,SAP Business Technology Platform,SAP Integration Suite,SAP Workflow Management,User Experience",https://blogs.sap.com/2021/01/13/part-2-why-a-resilient-business-recovery-begins-with-an-application-extension/
NEW TUTORIAL: Debug Your SAP Conversational AI Chatbot ,Daniel Wroblewski,"January 13, 2021",Technical Articles,0,3,SAP Employee,"SAP Conversational AI,Artificial Intelligence,Machine Learning",https://blogs.sap.com/2021/01/13/new-tutorial-debug-your-sap-conversational-ai-chatbot/
Capabilities and Features in Project and Task Management in SAP Cloud ALM ,Jagmohan Singh Chawla,"January 13, 2021",Product Information,1,3,SAP Employee,"SAP Cloud ALM,Implementation Methodologies",https://blogs.sap.com/2021/01/13/features-in-project-and-task-management-in-sap-cloud-alm/
"SAP S/4HANA for advanced compliance reporting, Brazil option: Por onde começar com o relatório EFD-Reinf? ",Julia Forneck,"January 13, 2021",Product Information,0,8,SAP Employee,Advanced Compliance Reporting,https://blogs.sap.com/2021/01/13/sap-s-4hana-for-advanced-compliance-reporting-brazil-option-por-onde-comecar-com-o-relatorio-efd-reinf/
SAPシステムのHyperscalerへの移行 – Part 1 ,Arata Ogama,"January 13, 2021",Technical Articles,0,1,SAP Employee,Basis Technology,https://blogs.sap.com/2021/01/13/sap-migration-to-hyperscaler-part-1/
SAP Cloud Platform as Digital Integration Hub ,Sven Huberti,"January 13, 2021",Business Trends,0,3,SAP Employee,"SAP Integration Suite,SAP Cloud Platform",https://blogs.sap.com/2021/01/13/sap-cloud-platform-as-digital-integration-hub/
"Volunteering for TM Podcast transcript, anyone? ",Bernd Dittrich,"January 13, 2021",Technical Articles,7,2,SAP Employee,SAP Transportation Management,https://blogs.sap.com/2021/01/13/volunteering-for-tm-podcast-transcript-anyone/
User CPU time – ‘us’ time in top ,Ram Lakshmanan,"January 13, 2021",Technical Articles,1,0,N/A,"IBM Db2 for Linux, UNIX, and Windows",https://blogs.sap.com/2021/01/13/user-cpu-time-us-time-in-top/
Blog Series – SAP S/4 HANA Supply Chain for Transportation Management – 06 – Integrated consignment process and consolidation opportunities ,Subhakumar Bimal,"January 13, 2021",Personal Insights,0,6,N/A,"SAP Transportation Management,LE (Logistics Execution),SAP S/4HANA,SAP Supply Chain Management,SD (Sales and Distribution)",https://blogs.sap.com/2021/01/13/blog-series-sap-s-4-hana-supply-chain-for-transportation-management-06-integrated-consignment-process-and-consolidation-opportunities/
Q&A with e-Spirit on Enabling Content-Rich Commerce Experiences ,David Thirakul,"January 13, 2021",Event Information,0,0,SAP Employee,"Integration and Certification Center,Certification,Partnership",https://blogs.sap.com/2021/01/13/qa-with-e-spirit-on-enabling-content-rich-commerce-experiences/
Error handling and Reprocessing options for SAP SuccessFactors Employee Central custom Inbound Integrations ,Manu Bhutani,"January 12, 2021",Technical Articles,0,2,N/A,"SAP Integration Suite tools,SAP Process Integration,SAP Process Orchestration,SAP SuccessFactors Employee Central",https://blogs.sap.com/2021/01/12/error-handling-and-reprocessing-for-sap-successfactors-inbound-integrations/
SAP Analytics Cloud – Supported S/4HANA objects and how to find them ,Linda Peruzzi,"January 12, 2021",Product Information,5,16,SAP Employee,"SAP Analytics Cloud,SAP S/4HANA",https://blogs.sap.com/2021/01/12/sap-analytics-cloud-supported-s-4hana-objects-and-how-to-find-them/
SAP Autism at Work: Accelerating Inclusion Together ,Lloyd Adams,"January 12, 2021",Personal Insights,1,4,SAP Employee,"Diversity and Inclusion,Careers,HCM Talent Management",https://blogs.sap.com/2021/01/12/sap-autism-at-work-accelerating-inclusion-together/
Content Store now Available for People Analytics Stories ,Jack Noone,"January 12, 2021",Product Information,0,3,SAP Employee,SAP SuccessFactors Workforce Analytics,https://blogs.sap.com/2021/01/12/content-store-now-available-for-people-analytics-stories/
SAP Sales Forecast using Automated Machine Learning {Azure AutoML No-code} on Microsoft Power BI ,AMIT Lal,"January 12, 2021",User Experience Insights,2,3,N/A,"Cloud,SAP Data Insight,SAP ERP,SAP Predictive Analytics",https://blogs.sap.com/2021/01/12/sap-sales-forecast-using-automated-machine-learning-azure-automl-no-code-on-microsoft-power-bi/
Extract SAP IBP data into BW/4HANA ,Shan Padmanathan,"January 12, 2021",Technical Articles,0,0,N/A,"SAP BW/4HANA,SAP Cloud Integration for data services,SAP Integrated Business Planning for Supply Chain",https://blogs.sap.com/2021/01/12/extract-sap-ibp-data-into-bw-4hana/
Now is the Time for Chemical Companies to Evaluate S/4HANA 2020 ,Lauren McCallum,"January 12, 2021",Product Information,4,4,SAP Employee,"Chemicals,PLM Enterprise Asset Management (EAM)/Plant Maintenance (PM),SAP Integrated Business Planning for Supply Chain,SAP S/4HANA",https://blogs.sap.com/2021/01/12/now-is-the-time-for-chemical-companies-to-evaluate-s-4hana-2020/
Falling On Deaf Ears – The five surprising things that brands should be using social listening for during the pandemic ,Zachary Hadlee,"January 12, 2021",Business Trends,0,0,N/A,"SAP Marketing,Business Trends",https://blogs.sap.com/2021/01/12/falling-on-deaf-ears-the-five-surprising-things-that-brands-should-be-using-social-listening-for-during-the-pandemic/
ELSTER Modules for PI/PO with ERiC libraries ,Galina Spasova,"January 12, 2021",Technical Articles,0,3,SAP Employee,SAP Process Integration,https://blogs.sap.com/2021/01/12/elster-modules-for-pi-po-with-eric-libraries/
Developing a simple web application using UI5 web Components for React ,Nivetha G,"January 12, 2021",Technical Articles,4,9,SAP Employee,SAPUI5,https://blogs.sap.com/2021/01/12/developing-a-simple-web-application-using-ui5-web-components-for-react/
How to use Bank Reconciliation Account in Payment Program ,Xiangdong Wang,"January 12, 2021",Product Information,0,0,SAP Employee,"Banking,FIN General Ledger,SAP Contract Accounts Receivable and Payable",https://blogs.sap.com/2021/01/12/how-to-use-bank-reconciliation-account-in-payment-program/
SAP TechEd Expert Q&A for SAP Community: DevOps with SAP BTP ,Boris Zarske,"January 12, 2021",Event Information,1,1,SAP Employee,"DevOps,SAP Cloud Platform",https://blogs.sap.com/2021/01/12/sap-teched-expert-qa-for-sap-community-devops-with-sap-btp/
ABSL Code Generator – New Cloud Applications Studio Functionality ,Cian Barrett,"January 12, 2021",Product Information,2,8,SAP Employee,"SAP Cloud Applications Studio,SAP Business ByDesign,SAP Cloud for Customer add-ins,SAP Cloud for Customer core applications",https://blogs.sap.com/2021/01/12/absl-code-generator-new-cloud-applications-studio-functionality/
